input_filename	batch_id	parent_read_id	read_id	run_id	channel	mux	minknow_events	start_time	duration	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	pore_type	experiment_id	sample_id	end_reason
PAW70337_66b2eea5_de8117b1_1.1k.pod5	0	d8dcc16a-2d9e-495b-954d-12c32deb4cbb	d8dcc16a-2d9e-495b-954d-12c32deb4cbb	66b2eea5-f887-4690-bd76-97fd9c4e416b	1890	1	0	1365.568970	45.037998	TRUE	1365.570923	37530	45.035999	20535	22.968006	not_set	20240619_human-var_protocol_cell_line_AS	ONLL08362	unblock_mux_change
PAW70337_66b2eea5_de8117b1_1.1k.pod5	0	91097bbd-fa71-40fa-8a32-c247bd251b07	91097bbd-fa71-40fa-8a32-c247bd251b07	66b2eea5-f887-4690-bd76-97fd9c4e416b	279	1	48455	1323.978027	79.422798	TRUE	1324.090454	66092	79.310402	30126	19.483873	not_set	20240619_human-var_protocol_cell_line_AS	ONLL08362	signal_positive
PAW70337_66b2eea5_de8117b1_1.1k.pod5	0	3f7ce0d3-26af-4edf-becf-47572c190a92	3f7ce0d3-26af-4edf-becf-47572c190a92	66b2eea5-f887-4690-bd76-97fd9c4e416b	1327	1	69087	1300.719971	104.625198	TRUE	1300.721924	87186	104.623199	38167	10.163144	not_set	20240619_human-var_protocol_cell_line_AS	ONLL08362	signal_positive
PAW70337_66b2eea5_de8117b1_1.1k.pod5	0	0d7336b7-8802-4692-9822-d9e0bae281b5	0d7336b7-8802-4692-9822-d9e0bae281b5	66b2eea5-f887-4690-bd76-97fd9c4e416b	1617	1	51064	1342.654053	82.816399	TRUE	1342.759277	68926	82.711197	34490	28.721886	not_set	20240619_human-var_protocol_cell_line_AS	ONLL08362	signal_positive
PAW70337_66b2eea5_de8117b1_1.1k.pod5	0	0ca65193-876a-4e0c-9c3f-76abc21e0e50	0ca65193-876a-4e0c-9c3f-76abc21e0e50	66b2eea5-f887-4690-bd76-97fd9c4e416b	2914	2	34086	1374.583984	51.584999	TRUE	1374.585938	42985	51.583000	20477	7.842853	not_set	20240619_human-var_protocol_cell_line_AS	ONLL08362	signal_positive
PAW70337_66b2eea5_de8117b1_1.1k.pod5	0	71ee63e7-2f8c-44d8-8fb7-49fc6af6efe5	71ee63e7-2f8c-44d8-8fb7-49fc6af6efe5	66b2eea5-f887-4690-bd76-97fd9c4e416b	1833	3	49705	1353.249023	86.292801	TRUE	1353.349365	71827	86.192398	28543	28.747881	not_set	20240619_human-var_protocol_cell_line_AS	ONLL08362	signal_positive
PAW70337_66b2eea5_de8117b1_1.1k.pod5	0	f6dd2406-265e-4832-9a49-b2c0f494e7df	f6dd2406-265e-4832-9a49-b2c0f494e7df	66b2eea5-f887-4690-bd76-97fd9c4e416b	1018	2	44254	1379.729980	72.421997	TRUE	1379.806396	60288	72.345596	28011	22.767183	not_set	20240619_human-var_protocol_cell_line_AS	ONLL08362	signal_positive
PAW70337_66b2eea5_de8117b1_1.1k.pod5	0	6a235377-f855-4526-8f6b-9d1de296506a	6a235377-f855-4526-8f6b-9d1de296506a	66b2eea5-f887-4690-bd76-97fd9c4e416b	2381	2	42632	1391.321045	70.701202	TRUE	1391.438232	58820	70.584000	25524	21.294443	not_set	20240619_human-var_protocol_cell_line_AS	ONLL08362	signal_positive
PAW70337_66b2eea5_de8117b1_1.1k.pod5	0	1152c705-45f3-42f4-899a-7615fd82d1d2	1152c705-45f3-42f4-899a-7615fd82d1d2	66b2eea5-f887-4690-bd76-97fd9c4e416b	1541	1	2063	1402.088013	3.578800	TRUE	1402.089966	2980	3.576800	661	2.628594	not_set	20240619_human-var_protocol_cell_line_AS	ONLL08362	signal_positive
PAW70337_66b2eea5_de8117b1_1.1k.pod5	0	252a2d4c-4ba9-49fe-9b77-7d694eb28913	252a2d4c-4ba9-49fe-9b77-7d694eb28913	66b2eea5-f887-4690-bd76-97fd9c4e416b	2258	3	3691	1444.563965	5.434200	TRUE	1444.565918	4526	5.432200	1948	7.175869	not_set	20240619_human-var_protocol_cell_line_AS	ONLL08362	signal_positive
