drug	gene	risk_association	paired_tstat	p
Captopril	GCGR	Low_risk	1.84998248	1
Captopril	GCKR	Low_risk	1.400146022	0.2
Captopril	GGCX	Low_risk	1.570257126	1
Captopril	GHR	Low_risk	-0.981121261	0.2
Captopril	GJB1	Low_risk	0.827568499	1
Captopril	GRK4	Low_risk	-1.786292554	0.2
Captopril	GRM5	Low_risk	-0.178973456	0.2
Captopril	GSTM1	Low_risk	-1.290065367	1
Captopril	HAAO	Low_risk	1.996573064	1
Captopril	HABP2	Low_risk	1.961375941	0.2
Captopril	HMGCL	Low_risk	-1.333442796	0.2
Captopril	HMGCR	Low_risk	-1.23226152	0.2
Captopril	HRASLS3	Low_risk	1.969413088	1
Captopril	HSPE1	Low_risk	1.15859331	1
Captopril	IGF1	Low_risk	0.039600446	0.2
Captopril	IMPA1	Low_risk	1.751205051	1
Captopril	INSM1	Low_risk	-0.222964205	0.2
Captopril	KCNJ3	Low_risk	-0.790836227	0.2
Captopril	LIPC	Low_risk	-1.832206596	0.2
Captopril	MGC29506	Low_risk	1.676664181	1
Captopril	MSH6	Low_risk	-1.652473149	0.2
Captopril	NARS2	Low_risk	-1.96594813	0.2
Captopril	NENF	Low_risk	-1.985909456	0.2
Captopril	PCK1	Low_risk	1.726188322	1
Captopril	PCYT2	Low_risk	-1.740854905	0.2
Captopril	PFKFB1	Low_risk	-0.125838203	0.2
Captopril	PIGK	Low_risk	-1.960507969	0.2
Captopril	PKLR	Low_risk	1.979445978	0.2
Captopril	PLCB3	Low_risk	-1.881925046	0.2
Captopril	PLCG2	Low_risk	-1.558217936	0.2
Captopril	PLG	Low_risk	1.399710208	1
Captopril	PMM1	Low_risk	1.889191919	1
Captopril	POLRMT	Low_risk	2.031233631	1
Captopril	PON3	Low_risk	1.123456897	0.2
Captopril	PPP1R1A	Low_risk	1.630321617	1
Captopril	PROS1	Low_risk	0.376131643	0.2
Captopril	PSMB3	Low_risk	1.158595318	1
Captopril	PTPN18	Low_risk	1.939894978	1
Captopril	PTPN2	Low_risk	0.982615192	1
Captopril	RAD52	Low_risk	-0.424313711	0.2
Captopril	RFC2	Low_risk	-0.305726719	1
Captopril	RLF	Low_risk	-1.357775796	0.2
Captopril	RPS6KA5	Low_risk	-0.564039699	0.2
Captopril	RRM1	Low_risk	-1.486627218	0.2
Captopril	SC5DL	Low_risk	1.495179979	1
Captopril	SCG5	Low_risk	-1.80959832	0.2
Captopril	SDHC	Low_risk	-1.55526522	0.2
Captopril	SELENBP1	Low_risk	1.997254363	1
Captopril	SFRS2	Low_risk	-1.461367234	0.2
Captopril	SLC37A4	Low_risk	-1.394021456	0.2
Captopril	SLC4A4	Low_risk	-0.102192854	0.2
Captopril	SNX10	Low_risk	-2.078882129	0.2
Captopril	SREBF2	Low_risk	-0.979635592	0.2
Captopril	SSFA2	Low_risk	-1.604144945	0.2
Captopril	SUCLG1	Low_risk	-1.836257311	0.2
Captopril	TAF1C	Low_risk	1.778207882	1
Captopril	TDO2	Low_risk	0.029282706	0.2
Captopril	TIMM8A	Low_risk	-1.895821152	0.2
Captopril	TM7SF2	Low_risk	1.869073961	1
Captopril	TMEM97	Low_risk	-1.537250464	1
Captopril	TRAF6	Low_risk	-0.17958903	0.2
Captopril	TTR	Low_risk	1.978923694	1
Captopril	TXN2	Low_risk	-1.694541608	0.2
Captopril	USP14	Low_risk	-1.612549779	1
Captopril	VPS41	Low_risk	-1.895110423	0.2
Captopril	WDR23	Low_risk	-1.897080509	0.2
Captopril	XPA	Low_risk	-0.947411594	1
Captopril	ZBTB17	Low_risk	-1.920206017	0.2
Captopril	ZER1	Low_risk	0.899825793	1
Captopril	ZNF185	Low_risk	1.218725921	1
Cenicriviroc	ABLIM1	High_risk	-2.555439433	0.000244081
Cenicriviroc	ACTR2	High_risk	-0.161739392	0.869416646
Cenicriviroc	ADD3	High_risk	0.088346479	0.871613376
Cenicriviroc	AEBP1	High_risk	1.907617181	0.019526483
Cenicriviroc	AKAP13	High_risk	1.23062772	0.001708567
Cenicriviroc	ANXA1	High_risk	0.069867432	0.883817427
Cenicriviroc	ANXA3	High_risk	-0.027622561	0.960947034
Cenicriviroc	AP1B1	High_risk	-1.874017751	0.00244081
Cenicriviroc	ATP4B	High_risk	-0.392930947	0.536978277
Cenicriviroc	BCL2	High_risk	-1.804145922	0.029777886
Cenicriviroc	CCDC6	High_risk	0.366875724	0.58481816
Cenicriviroc	CCL19	High_risk	0.333999817	0.683670979
Cenicriviroc	CCL21	High_risk	0.46588661	0.501586527
Cenicriviroc	CD48	High_risk	-0.085015766	0.904564315
Cenicriviroc	CHERP	High_risk	-0.774059848	0.205516231
Cenicriviroc	CHSY1	High_risk	0.782233682	0.148889431
Cenicriviroc	COL16A1	High_risk	-0.080808788	0.908713693
Cenicriviroc	COL4A1	High_risk	0.464772808	0.59189651
Cenicriviroc	COL6A3	High_risk	-0.002391476	0.996094703
Cenicriviroc	CPA3	High_risk	0.273583573	0.722235782
Cenicriviroc	CTNND2	High_risk	-1.037803789	0.041005614
Cenicriviroc	CXCR4	High_risk	1.511897248	0.005369783
Cenicriviroc	DAB2	High_risk	0.270296361	0.731510862
Cenicriviroc	DDR1	High_risk	-0.439154155	0.37027093
Cenicriviroc	DUSP5	High_risk	0.118821214	0.901147181
Cenicriviroc	EDG4	High_risk	-0.107354705	0.889431291
Cenicriviroc	EGF	High_risk	-0.149726994	0.847693434
Cenicriviroc	ELOVL2	High_risk	1.410114453	0.001220405
Cenicriviroc	EMP2	High_risk	0.076187197	0.927263852
Cenicriviroc	EPHA4	High_risk	-0.38897847	0.588967537
Cenicriviroc	EPM2AIP1	High_risk	-1.175960117	0.012204052
Cenicriviroc	FBN1	High_risk	1.082080528	0.163534293
Cenicriviroc	FILIP1L	High_risk	0.889628808	0.123749085
Cenicriviroc	FMO1	High_risk	1.06601024	0.003905297
Cenicriviroc	FSHB	High_risk	-0.750551279	0.138882109
Cenicriviroc	GBA	High_risk	0.029392062	0.965584574
Cenicriviroc	GPX2	High_risk	-1.154574849	0.000244081
Cenicriviroc	HDAC9	High_risk	-0.296069071	0.690261167
Cenicriviroc	HMG20B	High_risk	-1.216119404	0.070539419
Cenicriviroc	ICK	High_risk	-0.714244548	0.113985843
Cenicriviroc	IER3	High_risk	0.386586699	0.391750061
Cenicriviroc	IFI30	High_risk	-0.329263023	0.696607274
Cenicriviroc	IGFBP6	High_risk	-1.26755403	0.051745179
Cenicriviroc	IQGAP1	High_risk	0.357350302	0.638271906
Cenicriviroc	ITGA9	High_risk	-0.92998128	0.152794728
Cenicriviroc	KRT7	High_risk	-1.110650206	0.015133024
Cenicriviroc	LOXL2	High_risk	-0.657837029	0.152306566
Cenicriviroc	LPP	High_risk	-1.887862728	0.002196729
Cenicriviroc	MMP7	High_risk	-0.797941285	0.09201855
Cenicriviroc	NCAPH	High_risk	1.597683283	0.010007322
Cenicriviroc	NFKB2	High_risk	0.299310294	0.749328777
Cenicriviroc	NOL7	High_risk	-0.911525067	0.224310471
Cenicriviroc	NOS2A	High_risk	0.206238852	0.777154015
Cenicriviroc	NTS	High_risk	0.500696627	0.222357823
Cenicriviroc	PODXL	High_risk	1.584280429	0.028557481
Cenicriviroc	PRKG2	High_risk	-0.453442658	0.507444472
Cenicriviroc	PSMB9	High_risk	-0.3167159	0.724188431
Cenicriviroc	RBM34	High_risk	-0.545854562	0.431047108
Cenicriviroc	RNASE1	High_risk	-1.695186734	0.008786917
Cenicriviroc	SERPINB2	High_risk	0.084123661	0.890651696
Cenicriviroc	SERPINB8	High_risk	-1.195734586	0.103246278
Cenicriviroc	SH3GL2	High_risk	0.049871328	0.948498902
Cenicriviroc	SLC12A2	High_risk	-1.299805257	0.010739566
Cenicriviroc	SLC7A1	High_risk	-1.414288557	0.001464486
Cenicriviroc	SLIT3	High_risk	0.547271578	0.467171101
Cenicriviroc	SP100	High_risk	-1.931104665	0.001464486
Cenicriviroc	TCF4	High_risk	-1.078575371	0.166951428
Cenicriviroc	TEAD4	High_risk	-0.970387936	0.197461557
Cenicriviroc	TGFB1I1	High_risk	-0.742113878	0.357578716
Cenicriviroc	TNK2	High_risk	-0.328119735	0.722968025
Cenicriviroc	TRIO	High_risk	-0.450380255	0.411520625
Cenicriviroc	TSC22D2	High_risk	-1.159256464	0.049304369
Cenicriviroc	WIPF1	High_risk	-0.360234927	0.559189651
Cenicriviroc	AARS	Low_risk	0.062682148	0.89626556
Cenicriviroc	ACOT2	Low_risk	-1.341032467	0.006590188
Cenicriviroc	ACSM3	Low_risk	0.28480422	0.673175494
Cenicriviroc	ADH5	Low_risk	-0.874588847	0.337808152
Cenicriviroc	ADH6	Low_risk	-0.863806859	0.30900659
Cenicriviroc	ADRA2B	Low_risk	-1.516635915	0.005125702
Cenicriviroc	AKR1A1	Low_risk	1.508779981	0.072003905
Cenicriviroc	AKR1D1	Low_risk	0.830388714	0.01879424
Cenicriviroc	ALAS1	Low_risk	-0.683391861	0.263851599
Cenicriviroc	ALDH9A1	Low_risk	1.530689789	0.025384428
Cenicriviroc	ANKRD46	Low_risk	0.357695665	0.567000244
Cenicriviroc	AOX1	Low_risk	1.017356704	0.116426654
Cenicriviroc	AR	Low_risk	3.852079835	0.000732243
Cenicriviroc	ARF4	Low_risk	0.074864134	0.929704662
Cenicriviroc	ART1	Low_risk	0.118666761	0.853063217
Cenicriviroc	ASAHL	Low_risk	-1.914515521	0.000244081
Cenicriviroc	ATP2C1	Low_risk	1.996865096	0.008542836
Cenicriviroc	ATP5D	Low_risk	0.147677143	0.91969734
Cenicriviroc	ATP6AP2	Low_risk	0.169726783	0.867463998
Cenicriviroc	BAIAP2	Low_risk	-0.679446249	0.172809373
Cenicriviroc	BRP44	Low_risk	0.640144961	0.172565292
Cenicriviroc	C4BPB	Low_risk	1.354461732	0.076885526
Cenicriviroc	C5	Low_risk	1.507607365	0.028801562
Cenicriviroc	C8B	Low_risk	1.252440394	0.030510129
Cenicriviroc	C9	Low_risk	0.95161127	0.171588968
Cenicriviroc	CALCR	Low_risk	2.175703365	0.000732243
Cenicriviroc	CCT8	Low_risk	-0.897828302	0.102514035
Cenicriviroc	CPN1	Low_risk	-1.674257717	0.000244081
Cenicriviroc	CPOX	Low_risk	-0.560544046	0.593605077
Cenicriviroc	CREB1	Low_risk	-0.402844444	0.466438858
Cenicriviroc	CTBS	Low_risk	0.548098498	0.255308763
Cenicriviroc	CUTL2	Low_risk	1.317573312	0.059799854
Cenicriviroc	CYB5A	Low_risk	-0.210133684	0.785940932
Cenicriviroc	CYP2B6	Low_risk	1.109100849	0.012204052
Cenicriviroc	DAD1	Low_risk	0.899184232	0.255552844
Cenicriviroc	DLGAP4	Low_risk	-1.607649391	0.037344398
Cenicriviroc	DOCK4	Low_risk	0.09431047	0.838418355
Cenicriviroc	DST	Low_risk	-1.357984788	0.020258726
Cenicriviroc	EIF2B1	Low_risk	0.523557584	0.318769832
Cenicriviroc	EMD	Low_risk	-0.066794499	0.860141567
Cenicriviroc	ERCC5	Low_risk	-0.355451806	0.593849158
Cenicriviroc	F9	Low_risk	1.738536472	0.01879424
Cenicriviroc	FAM129A	Low_risk	-0.884716706	0.113741762
Cenicriviroc	GCGR	Low_risk	-0.815089394	0.224310471
Cenicriviroc	GCKR	Low_risk	-1.801384589	0.005125702
Cenicriviroc	GGCX	Low_risk	1.232692689	0.019282402
Cenicriviroc	GHR	Low_risk	0.408886091	0.602391994
Cenicriviroc	GJB1	Low_risk	1.13857892	0.098364657
Cenicriviroc	GRK4	Low_risk	-0.717747974	0.267512814
Cenicriviroc	GRM5	Low_risk	-1.185718005	0.025628509
Cenicriviroc	GSTM1	Low_risk	-0.368620503	0.559921894
Cenicriviroc	HAAO	Low_risk	-1.480613765	0.01171589
Cenicriviroc	HABP2	Low_risk	-0.038884148	0.933609959
Cenicriviroc	HMGCL	Low_risk	-0.057625616	0.91750061
Cenicriviroc	HMGCR	Low_risk	1.772992429	0.041981938
Cenicriviroc	HRASLS3	Low_risk	-2.130107673	0.006590188
Cenicriviroc	HSPE1	Low_risk	-0.068299672	0.946058091
Cenicriviroc	IGF1	Low_risk	0.339311334	0.514522822
Cenicriviroc	IMPA1	Low_risk	0.31004015	0.416158165
Cenicriviroc	INSM1	Low_risk	-1.173308913	0.257261411
Cenicriviroc	KCNJ3	Low_risk	0.698555158	0.046619478
Cenicriviroc	LIPC	Low_risk	0.869492936	0.27117403
Cenicriviroc	MGC29506	Low_risk	-0.288980827	0.731999024
Cenicriviroc	MSH6	Low_risk	0.375067505	0.45057359
Cenicriviroc	NARS2	Low_risk	-0.84443412	0.243836954
Cenicriviroc	NENF	Low_risk	-0.253479309	0.793019282
Cenicriviroc	PCK1	Low_risk	0.209853072	0.608005858
Cenicriviroc	PCYT2	Low_risk	-0.271609202	0.643641689
Cenicriviroc	PFKFB1	Low_risk	1.066031526	0.115694411
Cenicriviroc	PIGK	Low_risk	0.391539573	0.663900415
Cenicriviroc	PKLR	Low_risk	-0.684066324	0.092750793
Cenicriviroc	PLCB3	Low_risk	-0.378114605	0.567732487
Cenicriviroc	PLCG2	Low_risk	0.985723484	0.141078838
Cenicriviroc	PLG	Low_risk	0.577369548	0.389797413
Cenicriviroc	PMM1	Low_risk	-1.968571494	0.009030998
Cenicriviroc	POLRMT	Low_risk	-0.563710194	0.403710032
Cenicriviroc	PON3	Low_risk	0.827961329	0.310226995
Cenicriviroc	PPP1R1A	Low_risk	-0.513924805	0.534049304
Cenicriviroc	PROS1	Low_risk	0.566924465	0.486941665
Cenicriviroc	PSMB3	Low_risk	-0.956754353	0.18159629
Cenicriviroc	PTPN18	Low_risk	-1.562243596	0.057359043
Cenicriviroc	PTPN2	Low_risk	-0.755123149	0.268245057
Cenicriviroc	RAD52	Low_risk	-1.251817019	0.056382719
Cenicriviroc	RFC2	Low_risk	-0.996647512	0.179643642
Cenicriviroc	RLF	Low_risk	1.009158597	0.088357335
Cenicriviroc	RPS6KA5	Low_risk	-0.584150974	0.288015621
Cenicriviroc	RRM1	Low_risk	0.803449903	0.374420308
Cenicriviroc	SC5DL	Low_risk	1.074913303	0.028557481
Cenicriviroc	SCG5	Low_risk	0.709755996	0.27605565
Cenicriviroc	SDHC	Low_risk	-0.219277636	0.79716866
Cenicriviroc	SELENBP1	Low_risk	-1.462297991	0.000244081
Cenicriviroc	SFRS2	Low_risk	-1.392884762	0.002684891
Cenicriviroc	SLC37A4	Low_risk	0.660145368	0.501586527
Cenicriviroc	SLC4A4	Low_risk	-0.63012537	0.276299732
Cenicriviroc	SNX10	Low_risk	-0.80226737	0.172321211
Cenicriviroc	SREBF2	Low_risk	-0.048809968	0.926531608
Cenicriviroc	SSFA2	Low_risk	-0.562688363	0.225042714
Cenicriviroc	SUCLG1	Low_risk	-0.633080292	0.335611423
Cenicriviroc	TAF1C	Low_risk	-0.906410461	0.200878692
Cenicriviroc	TDO2	Low_risk	0.278828652	0.706126434
Cenicriviroc	TIMM8A	Low_risk	-1.524388681	0.034415426
Cenicriviroc	TM7SF2	Low_risk	-0.08719328	0.875762753
Cenicriviroc	TMEM97	Low_risk	2.116692471	0.043934586
Cenicriviroc	TRAF6	Low_risk	-0.828957498	0.176470588
Cenicriviroc	TTR	Low_risk	0.287740998	0.701244813
Cenicriviroc	TXN2	Low_risk	-0.994591375	0.181352209
Cenicriviroc	USP14	Low_risk	1.05381679	0.020258726
Cenicriviroc	VPS41	Low_risk	-0.323822146	0.460336832
Cenicriviroc	WDR23	Low_risk	-0.026271933	0.965584574
Cenicriviroc	XPA	Low_risk	0.533513254	0.329021235
Cenicriviroc	ZBTB17	Low_risk	0.34068843	0.669514279
Cenicriviroc	ZER1	Low_risk	0.453955054	0.450085428
Cenicriviroc	ZNF185	Low_risk	-0.474334909	0.545277032
EGCG	ABLIM1	High_risk	3.027072734	0.00097561
EGCG	ACTR2	High_risk	2.439244357	0.012682927
EGCG	ADD3	High_risk	2.439108169	0.007804878
EGCG	AEBP1	High_risk	2.171740052	0.00097561
EGCG	AKAP13	High_risk	2.108803744	0.002926829
EGCG	ANXA1	High_risk	1.793228901	0.043902439
EGCG	ANXA3	High_risk	1.748158312	0.134634146
EGCG	AP1B1	High_risk	1.64244689	0.139512195
EGCG	ATP4B	High_risk	1.505518617	0.051707317
EGCG	BCL2	High_risk	1.311190773	0.03804878
EGCG	CCDC6	High_risk	1.166693581	0.047804878
EGCG	CCL19	High_risk	1.119539786	0.206829268
EGCG	CCL21	High_risk	1.109443948	0.19804878
EGCG	CD48	High_risk	1.095125908	0.169756098
EGCG	CHERP	High_risk	1.079337915	0.208780488
EGCG	CHSY1	High_risk	1.060647225	0.311219512
EGCG	COL16A1	High_risk	1.0174788	0.04
EGCG	COL4A1	High_risk	1.008516195	0.266341463
EGCG	COL6A3	High_risk	1.004758142	0.16195122
EGCG	CPA3	High_risk	0.947275749	0.302439024
EGCG	CTNND2	High_risk	0.816698886	0.247804878
EGCG	CXCR4	High_risk	0.812964153	0.340487805
EGCG	DAB2	High_risk	0.756599279	0.08195122
EGCG	DDR1	High_risk	0.643169045	0.549268293
EGCG	DUSP5	High_risk	0.595447286	0.536585366
EGCG	EDG4	High_risk	0.589785149	0.55902439
EGCG	EGF	High_risk	0.577622426	0.506341463
EGCG	ELOVL2	High_risk	0.551361048	0.456585366
EGCG	EMP2	High_risk	0.458556391	0.484878049
EGCG	EPHA4	High_risk	0.448561706	0.491707317
EGCG	EPM2AIP1	High_risk	0.437908529	0.585365854
EGCG	FBN1	High_risk	0.368525382	0.775609756
EGCG	FILIP1L	High_risk	0.362796538	0.649756098
EGCG	FMO1	High_risk	0.311488547	0.793170732
EGCG	FSHB	High_risk	0.282770571	0.710243902
EGCG	GBA	High_risk	0.270309544	0.757073171
EGCG	GPX2	High_risk	0.199484906	0.837073171
EGCG	HDAC9	High_risk	0.062033706	0.843902439
EGCG	HMG20B	High_risk	0.014637833	0.972682927
EGCG	ICK	High_risk	-0.068529917	0.92
EGCG	IER3	High_risk	-0.101943688	0.827317073
EGCG	IFI30	High_risk	-0.105784738	0.883902439
EGCG	IGFBP6	High_risk	-0.13385414	0.844878049
EGCG	IQGAP1	High_risk	-0.189063721	0.52
EGCG	ITGA9	High_risk	-0.201100999	0.795121951
EGCG	KRT7	High_risk	-0.220548544	0.782439024
EGCG	LOXL2	High_risk	-0.289947099	0.610731707
EGCG	LPP	High_risk	-0.299020042	0.695609756
EGCG	MMP7	High_risk	-0.311987279	0.633170732
EGCG	NCAPH	High_risk	-0.359160438	0.684878049
EGCG	NFKB2	High_risk	-0.388015768	0.702439024
EGCG	NOL7	High_risk	-0.422228415	0.621463415
EGCG	NOS2A	High_risk	-0.466189441	0.592195122
EGCG	NTS	High_risk	-0.469679799	0.507317073
EGCG	PODXL	High_risk	-0.619651197	0.371707317
EGCG	PRKG2	High_risk	-0.72894179	0.47804878
EGCG	PSMB9	High_risk	-0.84629548	0.444878049
EGCG	RBM34	High_risk	-0.897471902	0.266341463
EGCG	RNASE1	High_risk	-1.027915137	0.23902439
EGCG	SERPINB2	High_risk	-1.14893956	0.266341463
EGCG	SERPINB8	High_risk	-1.194826715	0.188292683
EGCG	SH3GL2	High_risk	-1.249330504	0.034146341
EGCG	SLC12A2	High_risk	-1.254628205	0.048780488
EGCG	SLC7A1	High_risk	-1.313219571	0.12
EGCG	SLIT3	High_risk	-1.371442183	0.00195122
EGCG	SP100	High_risk	-1.453114986	0.100487805
EGCG	TCF4	High_risk	-1.662351379	0.029268293
EGCG	TEAD4	High_risk	-1.729827826	0.045853659
EGCG	TGFB1I1	High_risk	-1.769547098	0.130731707
EGCG	TNK2	High_risk	-1.980617433	0.002926829
EGCG	TRIO	High_risk	-2.043786755	0.019512195
EGCG	TSC22D2	High_risk	-2.093429471	0.065365854
EGCG	WIPF1	High_risk	-2.636290647	0.00097561
EGCG	AARS	Low_risk	3.496145749	0.00097561
EGCG	ACOT2	Low_risk	2.861184495	0.00097561
EGCG	ACSM3	Low_risk	2.698024944	0.004878049
EGCG	ADH5	Low_risk	2.377474569	0.012682927
EGCG	ADH6	Low_risk	2.268042743	0.00097561
EGCG	ADRA2B	Low_risk	2.18562482	0.024390244
EGCG	AKR1A1	Low_risk	2.021920718	0.028292683
EGCG	AKR1D1	Low_risk	1.974401006	0.056585366
EGCG	ALAS1	Low_risk	1.865942511	0.004878049
EGCG	ALDH9A1	Low_risk	1.827550377	0.032195122
EGCG	ANKRD46	Low_risk	1.801491544	0.126829268
EGCG	AOX1	Low_risk	1.741022944	0.017560976
EGCG	AR	Low_risk	1.623968272	0.11804878
EGCG	ARF4	Low_risk	1.597521774	0.047804878
EGCG	ART1	Low_risk	1.59325126	0.003902439
EGCG	ASAHL	Low_risk	1.530253674	0.052682927
EGCG	ATP2C1	Low_risk	1.515318834	0.089756098
EGCG	ATP5D	Low_risk	1.413111588	0.03804878
EGCG	ATP6AP2	Low_risk	1.400457247	0.034146341
EGCG	BAIAP2	Low_risk	1.327520475	0.093658537
EGCG	BRP44	Low_risk	1.296837962	0.002926829
EGCG	C4BPB	Low_risk	1.278265123	0.08195122
EGCG	C5	Low_risk	1.262756412	0.00097561
EGCG	C8B	Low_risk	1.216287077	0.097560976
EGCG	C9	Low_risk	1.187050414	0.123902439
EGCG	CALCR	Low_risk	1.178236832	0.517073171
EGCG	CCT8	Low_risk	1.09651589	0.148292683
EGCG	CPN1	Low_risk	0.902294104	0.061463415
EGCG	CPOX	Low_risk	0.871950478	0.091707317
EGCG	CREB1	Low_risk	0.855288153	0.48195122
EGCG	CTBS	Low_risk	0.847539878	0.340487805
EGCG	CUTL2	Low_risk	0.816446666	0.411707317
EGCG	CYB5A	Low_risk	0.808700638	0.477073171
EGCG	CYP2B6	Low_risk	0.766102226	0.31902439
EGCG	DAD1	Low_risk	0.671674312	0.392195122
EGCG	DLGAP4	Low_risk	0.635282653	0.299512195
EGCG	DOCK4	Low_risk	0.608115447	0.341463415
EGCG	DST	Low_risk	0.600512125	0.405853659
EGCG	EIF2B1	Low_risk	0.564253193	0.499512195
EGCG	EMD	Low_risk	0.499227129	0.474146341
EGCG	ERCC5	Low_risk	0.426103255	0.623414634
EGCG	F9	Low_risk	0.401829553	0.725853659
EGCG	FAM129A	Low_risk	0.370024433	0.659512195
EGCG	GCGR	Low_risk	0.259703533	0.782439024
EGCG	GCKR	Low_risk	0.242079751	0.67804878
EGCG	GGCX	Low_risk	0.238093558	0.702439024
EGCG	GHR	Low_risk	0.234298493	0.88097561
EGCG	GJB1	Low_risk	0.233191378	0.833170732
EGCG	GRK4	Low_risk	0.197823935	0.817560976
EGCG	GRM5	Low_risk	0.176612286	0.778536585
EGCG	GSTM1	Low_risk	0.162140365	0.710243902
EGCG	HAAO	Low_risk	0.161208368	0.859512195
EGCG	HABP2	Low_risk	0.093912674	0.932682927
EGCG	HMGCL	Low_risk	-0.015290522	0.984390244
EGCG	HMGCR	Low_risk	-0.044272398	0.95902439
EGCG	HRASLS3	Low_risk	-0.052897132	0.855609756
EGCG	HSPE1	Low_risk	-0.06763564	0.916097561
EGCG	IGF1	Low_risk	-0.113553096	0.827317073
EGCG	IMPA1	Low_risk	-0.157964805	0.889756098
EGCG	INSM1	Low_risk	-0.159720452	0.889756098
EGCG	KCNJ3	Low_risk	-0.204282447	0.858536585
EGCG	LIPC	Low_risk	-0.246230235	0.735609756
EGCG	MGC29506	Low_risk	-0.307339165	0.824390244
EGCG	MSH6	Low_risk	-0.31602291	0.747317073
EGCG	NARS2	Low_risk	-0.356669539	0.67902439
EGCG	NENF	Low_risk	-0.381319414	0.642926829
EGCG	PCK1	Low_risk	-0.507684957	0.44195122
EGCG	PCYT2	Low_risk	-0.513050193	0.654634146
EGCG	PFKFB1	Low_risk	-0.532855452	0.370731707
EGCG	PIGK	Low_risk	-0.551744772	0.396097561
EGCG	PKLR	Low_risk	-0.569503879	0.47804878
EGCG	PLCB3	Low_risk	-0.575378776	0.428292683
EGCG	PLCG2	Low_risk	-0.579302003	0.731707317
EGCG	PLG	Low_risk	-0.584750521	0.772682927
EGCG	PMM1	Low_risk	-0.585164083	0.486829268
EGCG	POLRMT	Low_risk	-0.628847439	0.352195122
EGCG	PON3	Low_risk	-0.682504982	0.344390244
EGCG	PPP1R1A	Low_risk	-0.692573878	0.490731707
EGCG	PROS1	Low_risk	-0.770566486	0.391219512
EGCG	PSMB3	Low_risk	-0.830098912	0.397073171
EGCG	PTPN18	Low_risk	-0.862069602	0.272195122
EGCG	PTPN2	Low_risk	-0.884431533	0.138536585
EGCG	RAD52	Low_risk	-0.885508907	0.31902439
EGCG	RFC2	Low_risk	-0.943323041	0.32097561
EGCG	RLF	Low_risk	-0.966716947	0.04097561
EGCG	RPS6KA5	Low_risk	-1.042579028	0.23902439
EGCG	RRM1	Low_risk	-1.07441583	0.195121951
EGCG	SC5DL	Low_risk	-1.076872478	0.061463415
EGCG	SCG5	Low_risk	-1.117378466	0.145365854
EGCG	SDHC	Low_risk	-1.118491891	0.229268293
EGCG	SELENBP1	Low_risk	-1.137933642	0.28195122
EGCG	SFRS2	Low_risk	-1.21974377	0.245853659
EGCG	SLC37A4	Low_risk	-1.295585534	0.172682927
EGCG	SLC4A4	Low_risk	-1.301353422	0.012682927
EGCG	SNX10	Low_risk	-1.389701106	0.110243902
EGCG	SREBF2	Low_risk	-1.460279298	0.065365854
EGCG	SSFA2	Low_risk	-1.488599938	0.100487805
EGCG	SUCLG1	Low_risk	-1.565576666	0.044878049
EGCG	TAF1C	Low_risk	-1.660759331	0.195121951
EGCG	TDO2	Low_risk	-1.709116783	0.07902439
EGCG	TIMM8A	Low_risk	-1.78555233	0.12097561
EGCG	TM7SF2	Low_risk	-1.892046082	0.052682927
EGCG	TMEM97	Low_risk	-1.892142038	0.044878049
EGCG	TRAF6	Low_risk	-1.981018106	0.04
EGCG	TTR	Low_risk	-2.238468254	0.002926829
EGCG	TXN2	Low_risk	-2.280709808	0.011707317
EGCG	USP14	Low_risk	-2.294827087	0.00195122
EGCG	VPS41	Low_risk	-2.421966986	0.034146341
EGCG	WDR23	Low_risk	-2.503347935	0.00097561
EGCG	XPA	Low_risk	-2.676305072	0.00097561
EGCG	ZBTB17	Low_risk	-2.758128791	0.002926829
EGCG	ZER1	Low_risk	-3.14634652	0.019512195
EGCG	ZNF185	Low_risk	-3.392033687	0.00097561
Erlotinib	ABLIM1	High_risk	-1.609986681	0.00179964
Erlotinib	ACTR2	High_risk	-2.502193019	0.00019996
Erlotinib	ADD3	High_risk	0.224226316	0.709458108
Erlotinib	AEBP1	High_risk	1.151102762	0.027594481
Erlotinib	AKAP13	High_risk	1.242892144	0.017996401
Erlotinib	ANXA1	High_risk	-1.610197946	0.00239952
Erlotinib	ANXA3	High_risk	1.520420418	0.00239952
Erlotinib	AP1B1	High_risk	2.519582794	0.00079984
Erlotinib	ATP4B	High_risk	-0.010999106	0.977004599
Erlotinib	BCL2	High_risk	1.338585455	0.00139972
Erlotinib	CCDC6	High_risk	-1.382322787	0.041791642
Erlotinib	CCL19	High_risk	-0.365799235	0.211557688
Erlotinib	CCL21	High_risk	0.215981519	0.548490302
Erlotinib	CD48	High_risk	-0.11196971	0.863027395
Erlotinib	CHERP	High_risk	-2.427871932	0.017796441
Erlotinib	CHSY1	High_risk	-0.373761435	0.305138972
Erlotinib	COL16A1	High_risk	-0.397188812	0.50089982
Erlotinib	COL4A1	High_risk	-0.076669606	0.838432314
Erlotinib	COL6A3	High_risk	-0.164737325	0.719456109
Erlotinib	CPA3	High_risk	0.500848533	0.349730054
Erlotinib	CTNND2	High_risk	-1.446408855	0.00019996
Erlotinib	CXCR4	High_risk	3.557677837	0.00019996
Erlotinib	DAB2	High_risk	0.035907722	0.956208758
