drug	gene	risk_association	paired_tstat	p
Erlotinib	DDR1	High_risk	0.25632274	0.736452709
Erlotinib	DUSP5	High_risk	-2.430789588	0.00059988
Erlotinib	EDG4	High_risk	0.763921632	0.039992002
Erlotinib	EGF	High_risk	1.181925702	0.00279944
Erlotinib	ELOVL2	High_risk	1.168389426	0.146170766
Erlotinib	EMP2	High_risk	1.167018682	0.161967606
Erlotinib	EPHA4	High_risk	-0.002492592	0.9960008
Erlotinib	EPM2AIP1	High_risk	-2.232941325	0.00019996
Erlotinib	FBN1	High_risk	1.483971412	0.00139972
Erlotinib	FILIP1L	High_risk	0.709139839	0.224555089
Erlotinib	FMO1	High_risk	-1.545561701	0.00159968
Erlotinib	FSHB	High_risk	0.302080634	0.589082184
Erlotinib	GBA	High_risk	-0.091230371	0.867426515
Erlotinib	GPX2	High_risk	-0.108386697	0.827634473
Erlotinib	HDAC9	High_risk	0.886156448	0.056588682
Erlotinib	HMG20B	High_risk	0.944570682	0.014397121
Erlotinib	ICK	High_risk	-1.1523719	0.068186363
Erlotinib	IER3	High_risk	-2.151921588	0.00039992
Erlotinib	IFI30	High_risk	-1.886438445	0.00179964
Erlotinib	IGFBP6	High_risk	-1.768477821	0.00359928
Erlotinib	IQGAP1	High_risk	1.214345665	0.01119776
Erlotinib	ITGA9	High_risk	-0.051516928	0.921215757
Erlotinib	KRT7	High_risk	-0.216211647	0.786442711
Erlotinib	LOXL2	High_risk	-0.766629336	0.273945211
Erlotinib	LPP	High_risk	-1.608868576	0.00059988
Erlotinib	MMP7	High_risk	-2.37027496	0.00039992
Erlotinib	NCAPH	High_risk	3.696851522	0.00019996
Erlotinib	NFKB2	High_risk	-0.057470572	0.923615277
Erlotinib	NOL7	High_risk	0.71118562	0.403719256
Erlotinib	NOS2A	High_risk	-1.264246795	0.0029994
Erlotinib	NTS	High_risk	-1.229976973	0.041791642
Erlotinib	PODXL	High_risk	-0.408461776	0.287942412
Erlotinib	PRKG2	High_risk	-1.023464814	0.057988402
Erlotinib	PSMB9	High_risk	-1.572104081	0.029794041
Erlotinib	RBM34	High_risk	-0.580516071	0.357528494
Erlotinib	RNASE1	High_risk	-0.488359303	0.419316137
Erlotinib	SERPINB2	High_risk	0.240353324	0.598680264
Erlotinib	SERPINB8	High_risk	1.688802384	0.039192162
Erlotinib	SH3GL2	High_risk	0.096127365	0.766646671
Erlotinib	SLC12A2	High_risk	0.116020892	0.909018196
Erlotinib	SLC7A1	High_risk	-0.491932925	0.462307538
Erlotinib	SLIT3	High_risk	0.674147942	0.122175565
Erlotinib	SP100	High_risk	-1.303927819	0.00019996
Erlotinib	TCF4	High_risk	0.180254034	0.768446311
Erlotinib	TEAD4	High_risk	-0.727641717	0.305138972
Erlotinib	TGFB1I1	High_risk	0.821123257	0.041591682
Erlotinib	TNK2	High_risk	-1.024710493	0.033193361
Erlotinib	TRIO	High_risk	2.491850075	0.00019996
Erlotinib	TSC22D2	High_risk	-2.821971214	0.00019996
Erlotinib	WIPF1	High_risk	0.078149785	0.903619276
Erlotinib	AARS	Low_risk	0.814231295	0.020395921
Erlotinib	ACOT2	Low_risk	-0.98015025	0.106178764
Erlotinib	ACSM3	Low_risk	0.605353681	0.146970606
Erlotinib	ADH5	Low_risk	-0.001554625	0.972805439
Erlotinib	ADH6	Low_risk	-0.540967332	0.358328334
Erlotinib	ADRA2B	Low_risk	0.658835409	0.100379924
Erlotinib	AKR1A1	Low_risk	-1.255378977	0.044391122
Erlotinib	AKR1D1	Low_risk	0.768098298	0.118976205
Erlotinib	ALAS1	Low_risk	-0.98835636	0.014797041
Erlotinib	ALDH9A1	Low_risk	-0.113621717	0.895220956
Erlotinib	ANKRD46	Low_risk	-0.222770216	0.599080184
Erlotinib	AOX1	Low_risk	-0.973859584	0.066586683
Erlotinib	AR	Low_risk	-0.605148492	0.143571286
Erlotinib	ARF4	Low_risk	-1.65482325	0.00379924
Erlotinib	ART1	Low_risk	-0.269139157	0.635672865
Erlotinib	ASAHL	Low_risk	0.403906585	0.323735253
Erlotinib	ATP2C1	Low_risk	1.02373698	0.041791642
Erlotinib	ATP5D	Low_risk	-1.499862558	0.00219956
Erlotinib	ATP6AP2	Low_risk	-0.833072889	0.00759848
Erlotinib	BAIAP2	Low_risk	-1.036337782	0.017196561
Erlotinib	BRP44	Low_risk	-0.009608903	0.99140172
Erlotinib	C4BPB	Low_risk	-0.223167377	0.470505899
Erlotinib	C5	Low_risk	-0.88936602	0.00179964
Erlotinib	C8B	Low_risk	-0.238198633	0.573685263
Erlotinib	C9	Low_risk	-0.895623805	0.009998
Erlotinib	CALCR	Low_risk	0.364210555	0.481303739
Erlotinib	CCT8	Low_risk	-1.382418247	0.00759848
Erlotinib	CPN1	Low_risk	0.648429965	0.111377724
Erlotinib	CPOX	Low_risk	1.45997515	0.00119976
Erlotinib	CREB1	Low_risk	-0.14450295	0.854229154
Erlotinib	CTBS	Low_risk	0.693341347	0.109178164
Erlotinib	CUTL2	Low_risk	0.961484265	0.00959808
Erlotinib	CYB5A	Low_risk	-1.773213359	0.00039992
Erlotinib	CYP2B6	Low_risk	-0.191584339	0.620875825
Erlotinib	DAD1	Low_risk	-2.146335746	0.00039992
Erlotinib	DLGAP4	Low_risk	-0.805192463	0.320335933
Erlotinib	DOCK4	Low_risk	0.188303279	0.579884023
Erlotinib	DST	Low_risk	-0.52015683	0.378924215
Erlotinib	EIF2B1	Low_risk	0.820114914	0.022795441
Erlotinib	EMD	Low_risk	0.028328332	0.934213157
Erlotinib	ERCC5	Low_risk	-0.84929087	0.117176565
Erlotinib	F9	Low_risk	0.017966852	0.951009798
Erlotinib	FAM129A	Low_risk	1.159289804	0.030393921
Erlotinib	GCGR	Low_risk	-0.283231762	0.50869826
Erlotinib	GCKR	Low_risk	1.858458145	0.00019996
Erlotinib	GGCX	Low_risk	0.855372557	0.034393121
Erlotinib	GHR	Low_risk	1.532301408	0.00019996
Erlotinib	GJB1	Low_risk	0.00515327	0.980603879
Erlotinib	GRK4	Low_risk	2.05078894	0.00019996
Erlotinib	GRM5	Low_risk	2.41843066	0.00019996
Erlotinib	GSTM1	Low_risk	0.685010685	0.25534893
Erlotinib	HAAO	Low_risk	-0.858950991	0.209958008
Erlotinib	HABP2	Low_risk	0.002987448	0.986002799
Erlotinib	HMGCL	Low_risk	0.644470895	0.074385123
Erlotinib	HMGCR	Low_risk	1.308110076	0.00019996
Erlotinib	HRASLS3	Low_risk	0.249426919	0.712657469
Erlotinib	HSPE1	Low_risk	-0.79021372	0.209358128
Erlotinib	IGF1	Low_risk	-0.350263465	0.431913617
Erlotinib	IMPA1	Low_risk	1.542414665	0.00819836
Erlotinib	INSM1	Low_risk	0.150831172	0.687462507
Erlotinib	KCNJ3	Low_risk	0.178197205	0.74105179
Erlotinib	LIPC	Low_risk	1.454412216	0.00139972
Erlotinib	MGC29506	Low_risk	1.062953851	0.00719856
Erlotinib	MSH6	Low_risk	0.209606281	0.724655069
Erlotinib	NARS2	Low_risk	-0.645175472	0.294941012
Erlotinib	NENF	Low_risk	0.908088663	0.415516897
Erlotinib	PCK1	Low_risk	-0.815373285	0.073985203
Erlotinib	PCYT2	Low_risk	-0.211836632	0.762647471
Erlotinib	PFKFB1	Low_risk	0.853927767	0.139372126
Erlotinib	PIGK	Low_risk	0.341731454	0.610477904
Erlotinib	PKLR	Low_risk	-0.292159853	0.550489902
Erlotinib	PLCB3	Low_risk	-2.167804213	0.00019996
Erlotinib	PLCG2	Low_risk	1.211008798	0.026994601
Erlotinib	PLG	Low_risk	-0.072440419	0.888222356
Erlotinib	PMM1	Low_risk	0.537681196	0.534493101
Erlotinib	POLRMT	Low_risk	0.809713026	0.135972805
Erlotinib	PON3	Low_risk	1.105560105	0.00159968
Erlotinib	PPP1R1A	Low_risk	1.365283171	0.00039992
Erlotinib	PROS1	Low_risk	1.052816418	0.00019996
Erlotinib	PSMB3	Low_risk	0.731010731	0.128374325
Erlotinib	PTPN18	Low_risk	1.836642244	0.00459908
Erlotinib	PTPN2	Low_risk	1.521353609	0.00539892
Erlotinib	RAD52	Low_risk	0.940579568	0.224155169
Erlotinib	RFC2	Low_risk	-0.69805741	0.151969606
Erlotinib	RLF	Low_risk	0.422891745	0.291941612
Erlotinib	RPS6KA5	Low_risk	0.720156449	0.032393521
Erlotinib	RRM1	Low_risk	1.600001698	0.063187363
Erlotinib	SC5DL	Low_risk	-1.024683528	0.00179964
Erlotinib	SCG5	Low_risk	-0.204287388	0.721655669
Erlotinib	SDHC	Low_risk	0.151552649	0.75644871
Erlotinib	SELENBP1	Low_risk	-0.818072593	0.183963207
Erlotinib	SFRS2	Low_risk	0.401464372	0.465106979
Erlotinib	SLC37A4	Low_risk	-1.370195736	0.00039992
Erlotinib	SLC4A4	Low_risk	1.969357204	0.00019996
Erlotinib	SNX10	Low_risk	0.564520258	0.358928214
Erlotinib	SREBF2	Low_risk	-0.576572041	0.104779044
Erlotinib	SSFA2	Low_risk	-0.541400907	0.461107778
Erlotinib	SUCLG1	Low_risk	1.002395829	0.068386323
Erlotinib	TAF1C	Low_risk	1.272980232	0.00019996
Erlotinib	TDO2	Low_risk	-1.142916664	0.00019996
Erlotinib	TIMM8A	Low_risk	0.29121998	0.693861228
Erlotinib	TM7SF2	Low_risk	-1.10817605	0.00879824
Erlotinib	TMEM97	Low_risk	1.168825785	0.161567686
Erlotinib	TRAF6	Low_risk	-0.161614106	0.646270746
Erlotinib	TTR	Low_risk	-0.153734129	0.730053989
Erlotinib	TXN2	Low_risk	-1.018748359	0.159968006
Erlotinib	USP14	Low_risk	-0.464073742	0.546490702
Erlotinib	VPS41	Low_risk	1.36736507	0.0089982
Erlotinib	WDR23	Low_risk	-0.481332144	0.263947211
Erlotinib	XPA	Low_risk	0.616631732	0.058388322
Erlotinib	ZBTB17	Low_risk	0.135325024	0.843231354
Erlotinib	ZER1	Low_risk	0.012798904	0.971205759
Erlotinib	ZNF185	Low_risk	0.853608652	0.074585083
Galunisertib	ABLIM1	High_risk	-0.7450972	0.147424945
Galunisertib	ACTR2	High_risk	-1.1383002	0.14864535
Galunisertib	ADD3	High_risk	1.68531146	0.067366366
Galunisertib	AEBP1	High_risk	1.27987299	0.019038321
Galunisertib	AKAP13	High_risk	-0.8415715	0.511105687
Galunisertib	ANXA1	High_risk	-0.8432004	0.036612155
Galunisertib	ANXA3	High_risk	0.27986015	0.660971443
Galunisertib	AP1B1	High_risk	1.08683236	0.202343178
Galunisertib	ATP4B	High_risk	2.16424564	0.000732243
Galunisertib	BCL2	High_risk	1.33571098	0.035635831
Galunisertib	CCDC6	High_risk	-0.3083004	0.60385648
Galunisertib	CCL19	High_risk	-1.7776342	0.000244081
Galunisertib	CCL21	High_risk	-0.6086306	0.056870881
Galunisertib	CD48	High_risk	-1.1626152	0.003173053
Galunisertib	CHERP	High_risk	-2.700093	0.000244081
Galunisertib	CHSY1	High_risk	-1.1016573	0.052233341
Galunisertib	COL16A1	High_risk	-2.2688861	0.000244081
Galunisertib	COL4A1	High_risk	0.08193382	0.810837198
Galunisertib	COL6A3	High_risk	-0.1861439	0.716133756
Galunisertib	CPA3	High_risk	-0.9914269	0.172809373
Galunisertib	CTNND2	High_risk	1.39681665	0.0566268
Galunisertib	CXCR4	High_risk	-2.5976118	0.000244081
Galunisertib	DAB2	High_risk	-0.3274817	0.624847449
Galunisertib	DDR1	High_risk	-1.1779255	0.105443007
Galunisertib	DUSP5	High_risk	-0.988603	0.000244081
Galunisertib	EDG4	High_risk	0.9262791	0.182572614
Galunisertib	EGF	High_risk	0.39508465	0.249694899
Galunisertib	ELOVL2	High_risk	1.46159281	0.008298755
Galunisertib	EMP2	High_risk	2.92011199	0.000732243
Galunisertib	EPHA4	High_risk	-1.5840496	0.005857945
Galunisertib	EPM2AIP1	High_risk	-0.9181615	0.26653649
Galunisertib	FBN1	High_risk	0.94938655	0.00951916
Galunisertib	FILIP1L	High_risk	-1.079861	0.007810593
Galunisertib	FMO1	High_risk	1.05510461	0.019770564
Galunisertib	FSHB	High_risk	0.16924943	0.711008055
Galunisertib	GBA	High_risk	-0.3983172	0.322186966
Galunisertib	GPX2	High_risk	3.11015716	0.000732243
Galunisertib	HDAC9	High_risk	0.48918958	0.425677325
Galunisertib	HMG20B	High_risk	2.54387422	0.001464486
Galunisertib	ICK	High_risk	-1.2549684	0.0141567
Galunisertib	IER3	High_risk	-0.1026026	0.855504027
Galunisertib	IFI30	High_risk	-2.0019005	0.000244081
Galunisertib	IGFBP6	High_risk	-0.3134901	0.742006346
Galunisertib	IQGAP1	High_risk	2.54079163	0.012448133
Galunisertib	ITGA9	High_risk	0.93024164	0.087625092
Galunisertib	KRT7	High_risk	1.19787461	0.043446424
Galunisertib	LOXL2	High_risk	-1.948755	0.000244081
Galunisertib	LPP	High_risk	-2.3196449	0.006590188
Galunisertib	MMP7	High_risk	1.42038612	0.055162314
Galunisertib	NCAPH	High_risk	2.02822892	0.002928972
Galunisertib	NFKB2	High_risk	-1.9036984	0.003417134
Galunisertib	NOL7	High_risk	2.38432328	0.049304369
Galunisertib	NOS2A	High_risk	0.56035511	0.408347571
Galunisertib	NTS	High_risk	0.94922563	0.100073224
Galunisertib	PODXL	High_risk	0.88199402	0.380278252
Galunisertib	PRKG2	High_risk	0.8181317	0.07322431
Galunisertib	PSMB9	High_risk	-2.4265254	0.030266048
Galunisertib	RBM34	High_risk	1.98656566	0.017085672
Galunisertib	RNASE1	High_risk	-1.4994031	0.000244081
Galunisertib	SERPINB2	High_risk	1.15602856	0.222357823
Galunisertib	SERPINB8	High_risk	2.02501279	0.000732243
Galunisertib	SH3GL2	High_risk	1.7215837	0.003417134
Galunisertib	SLC12A2	High_risk	-0.0855141	0.853063217
Galunisertib	SLC7A1	High_risk	-2.2530826	0.000488162
Galunisertib	SLIT3	High_risk	-1.0533597	0.198681962
Galunisertib	SP100	High_risk	-1.7662956	0.000244081
Galunisertib	TCF4	High_risk	-0.7044903	0.296070295
Galunisertib	TEAD4	High_risk	-2.0531367	0.000244081
Galunisertib	TGFB1I1	High_risk	1.67789911	0.001952648
Galunisertib	TNK2	High_risk	0.47680892	0.475225775
Galunisertib	TRIO	High_risk	0.03409154	0.948498902
Galunisertib	TSC22D2	High_risk	-2.2410969	0.01171589
Galunisertib	WIPF1	High_risk	-0.9739566	0.216011716
Galunisertib	AARS	Low_risk	-0.8587904	0.013912619
Galunisertib	ACOT2	Low_risk	-2.0230954	0.009763241
Galunisertib	ACSM3	Low_risk	2.08068722	0.000732243
Galunisertib	ADH5	Low_risk	0.53952809	0.385892116
Galunisertib	ADH6	Low_risk	-1.2263808	0.01171589
Galunisertib	ADRA2B	Low_risk	-2.0167972	0.011959971
Galunisertib	AKR1A1	Low_risk	-0.9926577	0.181352209
Galunisertib	AKR1D1	Low_risk	1.24461755	0.008298755
Galunisertib	ALAS1	Low_risk	-1.507864	0.027581157
Galunisertib	ALDH9A1	Low_risk	-2.3113327	0.008542836
Galunisertib	ANKRD46	Low_risk	0.06406209	0.93629485
Galunisertib	AOX1	Low_risk	-0.5531668	0.137173542
Galunisertib	AR	Low_risk	-0.6938169	0.467171101
Galunisertib	ARF4	Low_risk	2.34177798	0.000732243
Galunisertib	ART1	Low_risk	0.21660899	0.639736392
Galunisertib	ASAHL	Low_risk	-1.8800681	0.000244081
Galunisertib	ATP2C1	Low_risk	-1.151354	0.184769343
Galunisertib	ATP5D	Low_risk	-0.2868217	0.610202587
Galunisertib	ATP6AP2	Low_risk	0.68156818	0.354893825
Galunisertib	BAIAP2	Low_risk	1.44288387	0.039541128
Galunisertib	BRP44	Low_risk	1.01460353	0.200634611
Galunisertib	C4BPB	Low_risk	2.64744842	0.000732243
Galunisertib	C5	Low_risk	1.99152381	0.000732243
Galunisertib	C8B	Low_risk	1.27546342	0.014644862
Galunisertib	C9	Low_risk	2.27235002	0.000732243
Galunisertib	CALCR	Low_risk	-0.1716874	0.666097144
Galunisertib	CCT8	Low_risk	-0.4778872	0.454722968
Galunisertib	CPN1	Low_risk	-1.830278	0.001220405
Galunisertib	CPOX	Low_risk	-0.6245048	0.551134977
Galunisertib	CREB1	Low_risk	-1.2222761	0.228459849
Galunisertib	CTBS	Low_risk	0.89546804	0.286551135
Galunisertib	CUTL2	Low_risk	1.92214928	0.001464486
Galunisertib	CYB5A	Low_risk	1.52778169	0.000732243
Galunisertib	CYP2B6	Low_risk	2.60112221	0.000732243
Galunisertib	DAD1	Low_risk	1.4059691	0.007810593
Galunisertib	DLGAP4	Low_risk	-2.04366	0.011959971
Galunisertib	DOCK4	Low_risk	-1.5863657	0.000244081
Galunisertib	DST	Low_risk	0.4259577	0.457163778
Galunisertib	EIF2B1	Low_risk	0.8216235	0.183304857
Galunisertib	EMD	Low_risk	-1.4343362	0.017573835
Galunisertib	ERCC5	Low_risk	-1.1149391	0.014400781
Galunisertib	F9	Low_risk	1.27703143	0.023187698
Galunisertib	FAM129A	Low_risk	-2.3393269	0.000244081
Galunisertib	GCGR	Low_risk	-1.2925604	0.036368074
Galunisertib	GCKR	Low_risk	1.69959806	0.000732243
Galunisertib	GGCX	Low_risk	1.42389192	0.012204052
Galunisertib	GHR	Low_risk	1.60557078	0.003905297
Galunisertib	GJB1	Low_risk	0.14794676	0.682938736
Galunisertib	GRK4	Low_risk	0.06242979	0.906028802
Galunisertib	GRM5	Low_risk	-0.2842133	0.650720039
Galunisertib	GSTM1	Low_risk	0.97683198	0.095923847
Galunisertib	HAAO	Low_risk	0.70200586	0.169148157
Galunisertib	HABP2	Low_risk	0.5261963	0.163778374
Galunisertib	HMGCL	Low_risk	0.61801367	0.538442763
Galunisertib	HMGCR	Low_risk	0.65436709	0.226995362
Galunisertib	HRASLS3	Low_risk	-2.2042213	0.005613864
Galunisertib	HSPE1	Low_risk	0.43550806	0.587991213
Galunisertib	IGF1	Low_risk	1.19397078	0.03295094
Galunisertib	IMPA1	Low_risk	-2.2618765	0.001220405
Galunisertib	INSM1	Low_risk	-1.0728466	0.156944105
Galunisertib	KCNJ3	Low_risk	-1.3013494	0.001220405
Galunisertib	LIPC	Low_risk	2.35767576	0.000976324
Galunisertib	MGC29506	Low_risk	0.27096625	0.476934342
Galunisertib	MSH6	Low_risk	-1.0940879	0.004881621
Galunisertib	NARS2	Low_risk	0.32222498	0.610202587
Galunisertib	NENF	Low_risk	-2.9436082	0.000244081
Galunisertib	PCK1	Low_risk	1.17367883	0.000732243
Galunisertib	PCYT2	Low_risk	-0.148372	0.867708079
Galunisertib	PFKFB1	Low_risk	-1.9020839	0.008298755
Galunisertib	PIGK	Low_risk	2.67626853	0.000732243
Galunisertib	PKLR	Low_risk	-1.9228021	0.005369783
Galunisertib	PLCB3	Low_risk	-1.4645597	0.023919941
Galunisertib	PLCG2	Low_risk	1.4805009	0.02123505
Galunisertib	PLG	Low_risk	1.75232159	0.000732243
Galunisertib	PMM1	Low_risk	-0.2938529	0.70051257
Galunisertib	POLRMT	Low_risk	-1.6913343	0.01171589
Galunisertib	PON3	Low_risk	2.50910872	0.000732243
Galunisertib	PPP1R1A	Low_risk	-0.4213415	0.462777642
Galunisertib	PROS1	Low_risk	0.85331506	0.048328045
Galunisertib	PSMB3	Low_risk	-1.6379261	0.000488162
Galunisertib	PTPN18	Low_risk	-1.5361674	0.058579448
Galunisertib	PTPN2	Low_risk	-2.0115395	0.029289724
Galunisertib	RAD52	Low_risk	0.76321426	0.263119356
Galunisertib	RFC2	Low_risk	-1.1538173	0.184281181
Galunisertib	RLF	Low_risk	-0.5527507	0.201122773
Galunisertib	RPS6KA5	Low_risk	1.45736498	0.008542836
Galunisertib	RRM1	Low_risk	-1.6581327	0.005369783
Galunisertib	SC5DL	Low_risk	0.31353005	0.455943373
Galunisertib	SCG5	Low_risk	0.94316075	0.039785209
Galunisertib	SDHC	Low_risk	-2.5414033	0.000244081
Galunisertib	SELENBP1	Low_risk	1.22852455	0.004393459
Galunisertib	SFRS2	Low_risk	1.56415491	0.003173053
Galunisertib	SLC37A4	Low_risk	-0.9034421	0.114718086
Galunisertib	SLC4A4	Low_risk	0.33683258	0.52355382
Galunisertib	SNX10	Low_risk	-0.5570983	0.409323896
Galunisertib	SREBF2	Low_risk	0.49298174	0.251891628
Galunisertib	SSFA2	Low_risk	1.32318021	0.025140347
Galunisertib	SUCLG1	Low_risk	1.25504905	0.077129607
Galunisertib	TAF1C	Low_risk	1.83440867	0.009275079
Galunisertib	TDO2	Low_risk	0.50389121	0.275079326
Galunisertib	TIMM8A	Low_risk	1.17087164	0.000732243
Galunisertib	TM7SF2	Low_risk	-2.9696544	0.000244081
Galunisertib	TMEM97	Low_risk	-0.3819213	0.518672199
Galunisertib	TRAF6	Low_risk	1.52538229	0.036368074
Galunisertib	TTR	Low_risk	-1.1694336	0.001464486
Galunisertib	TXN2	Low_risk	0.30797748	0.719062729
Galunisertib	USP14	Low_risk	-0.4006058	0.628752746
Galunisertib	VPS41	Low_risk	0.10204536	0.884793752
Galunisertib	WDR23	Low_risk	-1.2222629	0.026604833
Galunisertib	XPA	Low_risk	-0.3838878	0.59433732
Galunisertib	ZBTB17	Low_risk	0.68713097	0.241396144
Galunisertib	ZER1	Low_risk	-2.2677436	0.000244081
Galunisertib	ZNF185	Low_risk	0.15153999	0.847937515
I-BET	ABLIM1	High_risk	5.25430406	1
I-BET	ACTR2	High_risk	17.83484344	1
I-BET	ADD3	High_risk	16.96165187	1
I-BET	AEBP1	High_risk	-14.25141322	0.333333333
I-BET	AKAP13	High_risk	1.308388578	1
I-BET	ANXA1	High_risk	-0.770552774	0.333333333
I-BET	ANXA3	High_risk	28.62763945	1
I-BET	AP1B1	High_risk	0.004172992	0.666666667
I-BET	ATP4B	High_risk	56.4662962	1
I-BET	BCL2	High_risk	4.781723596	1
I-BET	CCDC6	High_risk	49.60714307	1
I-BET	CCL19	High_risk	3.486982602	1
I-BET	CCL21	High_risk	1.418303211	1
I-BET	CD48	High_risk	1.01494229	1
I-BET	CHERP	High_risk	0.422642602	0.666666667
I-BET	CHSY1	High_risk	-3.894195553	0.333333333
I-BET	COL16A1	High_risk	0.839499241	0.666666667
I-BET	COL4A1	High_risk	-1.7168203	0.333333333
I-BET	COL6A3	High_risk	3.842433332	1
I-BET	CPA3	High_risk	-2.929320098	0.333333333
I-BET	CTNND2	High_risk	6.673801735	1
I-BET	CXCR4	High_risk	1.059355928	1
I-BET	DAB2	High_risk	1.665096356	1
I-BET	DDR1	High_risk	0.199227758	0.666666667
I-BET	DUSP5	High_risk	-1.272982576	0.333333333
I-BET	EDG4	High_risk	-3.422459555	0.333333333
I-BET	EGF	High_risk	13.52882932	1
I-BET	ELOVL2	High_risk	-16.05176428	0.333333333
I-BET	EMP2	High_risk	-0.865092161	0.333333333
I-BET	EPHA4	High_risk	0.380524161	0.666666667
I-BET	EPM2AIP1	High_risk	3.721725692	1
I-BET	FBN1	High_risk	-3.579140388	0.333333333
I-BET	FILIP1L	High_risk	14.44855948	1
I-BET	FMO1	High_risk	4.255831021	1
I-BET	FSHB	High_risk	6.253374068	1
I-BET	GBA	High_risk	-1.677746658	0.333333333
I-BET	GPX2	High_risk	6.718994734	1
I-BET	HDAC9	High_risk	5.472874891	1
I-BET	HMG20B	High_risk	1.562150268	1
I-BET	ICK	High_risk	3.276647046	1
I-BET	IER3	High_risk	-7.812547471	0.333333333
I-BET	IFI30	High_risk	-1.12955592	0.333333333
I-BET	IGFBP6	High_risk	1.807262624	0.666666667
I-BET	IQGAP1	High_risk	0.016053048	0.666666667
I-BET	ITGA9	High_risk	-0.398386954	0.666666667
I-BET	KRT7	High_risk	2.726421877	1
I-BET	LOXL2	High_risk	-0.544083982	0.666666667
I-BET	LPP	High_risk	1.85427353	0.666666667
I-BET	MMP7	High_risk	3.30662493	1
I-BET	NCAPH	High_risk	9.53244783	1
I-BET	NFKB2	High_risk	6.038675234	1
I-BET	NOL7	High_risk	1.013389894	1
I-BET	NOS2A	High_risk	16.86236633	1
I-BET	NTS	High_risk	6.669530179	1
I-BET	PODXL	High_risk	-2.328285053	0.333333333
I-BET	PRKG2	High_risk	47.74455676	1
I-BET	PSMB9	High_risk	2.958483428	1
I-BET	RBM34	High_risk	9.148750511	1
I-BET	RNASE1	High_risk	2.269355223	1
I-BET	SERPINB2	High_risk	-1.231738251	0.333333333
I-BET	SERPINB8	High_risk	-0.091553761	0.666666667
I-BET	SH3GL2	High_risk	2.21628684	1
I-BET	SLC12A2	High_risk	-1.668104077	0.333333333
I-BET	SLC7A1	High_risk	-0.804233028	0.333333333
I-BET	SLIT3	High_risk	-1.992114549	0.333333333
I-BET	SP100	High_risk	0.527873828	1
I-BET	TCF4	High_risk	6.446059614	1
I-BET	TEAD4	High_risk	24.38065622	1
I-BET	TGFB1I1	High_risk	14.09864574	1
I-BET	TNK2	High_risk	-1.148246351	0.333333333
I-BET	TRIO	High_risk	-1.228577002	0.333333333
I-BET	TSC22D2	High_risk	-10.49931367	0.333333333
I-BET	WIPF1	High_risk	1.598625997	1
I-BET	AARS	Low_risk	-11.48882676	0.333333333
I-BET	ACOT2	Low_risk	0.692309121	0.666666667
I-BET	ACSM3	Low_risk	3.22101859	1
I-BET	ADH5	Low_risk	2.491686734	1
I-BET	ADH6	Low_risk	1.582696057	0.666666667
I-BET	ADRA2B	Low_risk	-4.865821511	0.333333333
I-BET	AKR1A1	Low_risk	0.809709589	0.666666667
I-BET	AKR1D1	Low_risk	1.68801982	1
I-BET	ALAS1	Low_risk	0.829430099	0.666666667
I-BET	ALDH9A1	Low_risk	1.273650492	0.666666667
I-BET	ANKRD46	Low_risk	1.248832418	1
I-BET	AOX1	Low_risk	1.232813512	0.666666667
I-BET	AR	Low_risk	-0.893997578	0.666666667
I-BET	ARF4	Low_risk	-0.651433144	0.333333333
I-BET	ART1	Low_risk	3.104253735	1
I-BET	ASAHL	Low_risk	-5.832038309	0.333333333
I-BET	ATP2C1	Low_risk	-3.03323433	0.333333333
I-BET	ATP5D	Low_risk	1.188678657	1
I-BET	ATP6AP2	Low_risk	-2.218007105	0.333333333
I-BET	BAIAP2	Low_risk	-2.254232059	0.333333333
I-BET	BRP44	Low_risk	4.224554767	1
I-BET	C4BPB	Low_risk	0.832180865	1
I-BET	C5	Low_risk	-1.322176916	0.333333333
I-BET	C8B	Low_risk	-1.824777884	0.333333333
I-BET	C9	Low_risk	-1.590174997	0.666666667
I-BET	CALCR	Low_risk	26.77198531	1
I-BET	CCT8	Low_risk	3.815588953	1
I-BET	CPN1	Low_risk	-35.18939241	0.333333333
I-BET	CPOX	Low_risk	-2.192203218	0.666666667
I-BET	CREB1	Low_risk	-0.871517312	0.666666667
I-BET	CTBS	Low_risk	-3.225700537	0.666666667
I-BET	CUTL2	Low_risk	-1.239343025	0.666666667
I-BET	CYB5A	Low_risk	2.698063345	1
I-BET	CYP2B6	Low_risk	-1.873831578	0.333333333
I-BET	DAD1	Low_risk	-373.0812216	0.333333333
I-BET	DLGAP4	Low_risk	-0.974665698	0.666666667
I-BET	DOCK4	Low_risk	-15.76868791	0.333333333
I-BET	DST	Low_risk	157.8113062	1
I-BET	EIF2B1	Low_risk	-0.627961595	0.333333333
I-BET	EMD	Low_risk	1.816558564	1
I-BET	ERCC5	Low_risk	1.248737156	0.666666667
I-BET	F9	Low_risk	-1.697952065	0.666666667
I-BET	FAM129A	Low_risk	-0.407566091	0.666666667
I-BET	GCGR	Low_risk	-1.576997492	0.333333333
I-BET	GCKR	Low_risk	0.6842389	0.666666667
I-BET	GGCX	Low_risk	-2.397022587	0.333333333
I-BET	GHR	Low_risk	-0.115250812	0.666666667
I-BET	GJB1	Low_risk	-3.242315305	0.333333333
I-BET	GRK4	Low_risk	2.717901694	1
I-BET	GRM5	Low_risk	2.731577326	1
